Fecha,Representante,CódigoProducto,Unidades,,,,
8/5/2021,Salvador Olivares,B01LQV1YHO,1,,,,
8/5/2021,Dafne Rivas,B01LQV1YHO,2,,,,
8/5/2021,Sergio Moreno,B016B7INC2,3,,,,
8/5/2021,Joana Mejía,B00K15Q2B0,2,,,,
8/6/2021,Isabel Crespo,B018IZ0SWI,1,,,,
8/6/2021,Salvador Olivares,B01KBH547A,3,,,,
8/6/2021,Jenny García,B00F3J4B5S,3,,,,
8/7/2021,Pedro Huerta,B01KBH547A,1,,,,
8/8/2021,Roberto Rodríguez,B01KBH547A,2,,,,
8/9/2021,Jaime Pastrana,B00K15Q2B0,2,,,,
8/9/2021,Guillermo Paredes,B00J0O5J4Y,3,,,,
8/10/2021,Benjamín Pérez,B01EYT1URO,3,,,,
8/10/2021,Germán Herrera,B00F3J4B5S,2,,,,
8/10/2021,Benjamín Pérez,B00K15Q2B0,3,,,,
8/10/2021,Maximiliano Ruiz,B00F3J4B5S,1,,,,
8/10/2021,Cecilia Manrique,B00NQGP42Y,2,,,,
8/10/2021,Silvestre Morales,B00F3J4B5S,2,,,,
8/11/2021,Felicia Junquera,B01KBH547A,10,,,,
8/11/2021,Lázaro Zepeda,B01LQV1YHO,4,,,,
8/11/2021,Alan Ramos,B01EYT1URO,3,,,,
8/11/2021,Nayeli Juárez,B01DZJFWNC,4,,,,
8/12/2021,Guillermo Paredes,B018IZ0SWI,2,,,,
8/12/2021,Edgar Guerrero,B01DZJFWNC,1,,,,
8/12/2021,Andrés Mejía,B01LQV1YHO,2,,,,
8/12/2021,Sergio Moreno,B00K15Q2B0,2,,,,
8/12/2021,Bárbara Peñalosa,B00NQGP42Y,2,,,,
8/12/2021,Arturo Franco,B01LQV1YHO,3,,,,
8/12/2021,Patricia Torres,B01LQV1YHO,2,,,,
8/12/2021,Casandra Fernández,B015YCRYZM,2,,,,
8/12/2021,Magdalena Linares,B01KBH547A,2,,,,
8/13/2021,Iván Arriola,B016381QZA,15,,,,
8/13/2021,Rubén Núñez,B00NQGP42Y,2,,,,
8/14/2021,Eduardo Linares,B015YCRYZM,2,,,,
8/14/2021,Tamara Márquez,B00NQGP42Y,19,,,,
8/14/2021,Daniel Piedra,B018IZ0SWI,2,,,,
8/15/2021,Isabel Crespo,B00F3J4B5S,2,,,,
8/15/2021,Teodoro Jurado,B01DZJFWNC,1,,,,
8/15/2021,Lázaro Zepeda,B01DZJFWNC,2,,,,
8/15/2021,Alan Ramos,B01LQV1YHO,1,,,,
8/15/2021,Carlos Romero,B01LQV1YHO,3,,,,
8/15/2021,Eduardo Linares,B016381QZA,2,,,,
8/15/2021,Eric Rivera,B016381QZA,3,,,,
8/15/2021,Mariana Hinojosa,B016381QZA,3,,,,
8/15/2021,Raquel Gómez,B016381QZA,5,,,,
8/16/2021,Bruna Hernández,B00NQGP42Y,2,,,,
8/16/2021,Bruna Hernández,B01LQV1YHO,12,,,,
8/16/2021,Raquel Gómez,B016381QZA,5,,,,
8/16/2021,Emanuel Escalante,B00F3J4B5S,1,,,,
8/16/2021,Sagrario Silva,B01EYT1URO,3,,,,
8/17/2021,Delia Jiménez,B00J0O5J4Y,2,,,,
8/17/2021,Salvador Olivares,B00NQGP42Y,3,,,,
8/17/2021,Nayeli Juárez,B01DZJFWNC,1,,,,
8/17/2021,Eric Rivera,B00K15Q2B0,3,,,,
8/18/2021,Alan Ramos,B01KBH547A,1,,,,
8/18/2021,Lorena Gómez,B018IZ0SWI,2,,,,
8/18/2021,Sagrario Silva,B00F3J4B5S,3,,,,
8/18/2021,Nayeli Juárez,B018IZ0SWI,2,,,,
8/19/2021,Delia Jiménez,B00F3J4B5S,1,,,,
8/19/2021,Carlos Romero,B018IZ0SWI,3,,,,
8/19/2021,Iris Ugarte,B018IZ0SWI,5,,,,
8/20/2021,Maximiliano Ruiz,B00NQGP42Y,2,,,,
8/20/2021,Diana Rosas,B015YCRYZM,2,,,,
8/20/2021,Magdalena Linares,B00NQGP42Y,3,,,,
8/20/2021,Leonor Domínguez,B01DZJFWNC,2,,,,
8/20/2021,Beatriz Troncoso,B00K15Q2B0,2,,,,
8/20/2021,Eliseo Martínez,B00K15Q2B0,3,,,,
8/21/2021,Teodoro Jurado,B018IZ0SWI,3,,,,
8/21/2021,Pedro Huerta,B00K15Q2B0,2,,,,
8/21/2021,Joel Guerra,B018IZ0SWI,1,,,,
8/21/2021,Sagrario Silva,B00K15Q2B0,3,,,,
8/22/2021,Linet Ramírez,B00F3J4B5S,2,,,,
8/22/2021,Patricia Torres,B018IZ0SWI,3,,,,
8/22/2021,Casandra Fernández,B016381QZA,2,,,,
8/22/2021,Sagrario Silva,B00F3J4B5S,4,,,,
8/22/2021,Casandra Fernández,B018IZ0SWI,2,,,,
8/22/2021,Linet Ramírez,B018IZ0SWI,2,,,,
8/22/2021,Sagrario Silva,B00K15Q2B0,3,,,,
8/23/2021,Magdalena Linares,B00K15Q2B0,3,,,,
8/23/2021,Bruna Hernández,B00F3J4B5S,2,,,,
8/24/2021,Maximiliano Ruiz,B00NQGP42Y,1,,,,
8/24/2021,Cristina Fábregas,B018IZ0SWI,1,,,,
8/24/2021,Carla Méndez,B01DZJFWNC,1,,,,
8/25/2021,Kenya Carrillo,B018IZ0SWI,2,,,,
8/25/2021,Isabel Crespo,B00K15Q2B0,3,,,,
8/25/2021,Cecilia Manrique,B00K15Q2B0,2,,,,
8/25/2021,Tamara Márquez,B018IZ0SWI,3,,,,
8/25/2021,Elena Uriarte,B00NQGP42Y,3,,,,
8/25/2021,Edgar Guerrero,B00K15Q2B0,2,,,,
8/25/2021,Ernesto Duarte,B00F3J4B5S,2,,,,
8/25/2021,Jenny García,B00K15Q2B0,22,,,,
8/25/2021,Delia Jiménez,B01DZJFWNC,3,,,,
8/25/2021,Beatriz Troncoso,B018IZ0SWI,3,,,,
8/26/2021,Isabel Crespo,B01LQV1YHO,1,,,,
8/26/2021,Germán Herrera,B018IZ0SWI,3,,,,
8/26/2021,Delia Jiménez,B016381QZA,3,,,,
8/26/2021,Bruno Puente,B00F3J4B5S,3,,,,
8/26/2021,Joel Guerra,B00F3J4B5S,2,,,,
8/26/2021,Beatriz Troncoso,B00F3J4B5S,1,,,,
8/26/2021,Lázaro Zepeda,B01KBH547A,2,,,,
8/26/2021,Andrés Mejía,B018IZ0SWI,21,,,,
8/26/2021,Magdalena Linares,B00NQGP42Y,2,,,,
8/27/2021,Salvador Olivares,B015YCRYZM,2,,,,
8/27/2021,Cinthia Bustamante,B00F3J4B5S,3,,,,
8/28/2021,Bernarda Perdomo,B018IZ0SWI,3,,,,
8/28/2021,Paula Espíndola,B01KBH547A,1,,,,
8/29/2021,Mariana Hinojosa,B00NQGP42Y,2,,,,
8/29/2021,Felicia Junquera,B00K15Q2B0,3,,,,
8/29/2021,Domingo González,B01DZJFWNC,3,,,,
8/30/2021,Camila Fajardo,B01KBH547A,3,,,,
8/31/2021,Cinthia Bustamante,B015YCRYZM,1,,,,
8/31/2021,Rubén Núñez,B01KBH547A,2,,,,
8/31/2021,Domingo González,B016B7INC2,10,,,,
9/1/2021,Domingo González,B00K15Q2B0,1,,,,
9/1/2021,Rodrigo Muñoz,B016381QZA,3,,,,
9/1/2021,Leonor Domínguez,B00F3J4B5S,1,,,,
9/1/2021,Emanuel Escalante,B00J0O5J4Y,9,,,,
9/1/2021,Cecilia Manrique,B016B7INC2,5,,,,
9/1/2021,Maximiliano Ruiz,B018IZ0SWI,1,,,,
9/2/2021,Guillermo Paredes,B00NQGP42Y,2,,,,
9/2/2021,Cinthia Bustamante,B01KBH547A,2,,,,
9/2/2021,Maximiliano Ruiz,B018IZ0SWI,1,,,,
9/2/2021,Bruna Hernández,B016B7INC2,2,,,,
9/2/2021,Daniel Piedra,B01KBH547A,2,,,,
9/2/2021,Laura Morales,B01DZJFWNC,1,,,,
9/2/2021,Emanuel Escalante,B016B7INC2,3,,,,
9/3/2021,Salvador Olivares,B01EYT1URO,1,,,,
9/3/2021,Casandra Fernández,B01LQV1YHO,1,,,,
9/3/2021,Maximiliano Ruiz,B01LQV1YHO,2,,,,
9/4/2021,Rodrigo Muñoz,B01EYT1URO,23,,,,
9/4/2021,Jaime Pastrana,B00F3J4B5S,15,,,,
9/4/2021,Sagrario Silva,B00F3J4B5S,3,,,,
9/4/2021,Rodrigo Muñoz,B00NQGP42Y,2,,,,
9/4/2021,Daniel Piedra,B01DZJFWNC,2,,,,
9/4/2021,Bruna Hernández,B01DZJFWNC,3,,,,
9/4/2021,Teodoro Jurado,B01KBH547A,4,,,,
9/5/2021,Casandra Fernández,B016B7INC2,3,,,,
9/5/2021,Agustín Reynoso,B00F3J4B5S,2,,,,
9/5/2021,Delia Jiménez,B01DZJFWNC,1,,,,
9/5/2021,Bernarda Perdomo,B018IZ0SWI,3,,,,
9/5/2021,Carla Méndez,B01EYT1URO,3,,,,
9/6/2021,Eduardo Linares,B018IZ0SWI,2,,,,
9/6/2021,Casandra Fernández,B016381QZA,3,,,,
9/6/2021,Sagrario Silva,B018IZ0SWI,3,,,,
9/6/2021,Jenny García,B016381QZA,2,,,,
9/6/2021,Bernarda Perdomo,B00K15Q2B0,1,,,,
9/6/2021,Dafne Rivas,B00NQGP42Y,4,,,,
9/6/2021,Sagrario Silva,B00F3J4B5S,2,,,,
9/7/2021,Ernesto Duarte,B01EYT1URO,2,,,,
9/7/2021,Jenny García,B01LQV1YHO,3,,,,
9/7/2021,Maité Gordillo,B018IZ0SWI,3,,,,
9/7/2021,Teresa Rivero,B016381QZA,6,,,,
9/7/2021,Pedro Huerta,B00NQGP42Y,2,,,,
9/7/2021,Salvador Olivares,B01KBH547A,3,,,,
9/7/2021,Alan Ramos,B016B7INC2,1,,,,
9/7/2021,Carlos Romero,B01DZJFWNC,2,,,,
9/8/2021,Claudia Olmedo,B01EYT1URO,1,,,,
9/8/2021,Camila Fajardo,B01KBH547A,3,,,,
9/8/2021,Sagrario Silva,B00F3J4B5S,2,,,,
9/9/2021,Guillermo Paredes,B01KBH547A,1,,,,
9/9/2021,Laura Morales,B00K15Q2B0,4,,,,
9/9/2021,Emanuel Escalante,B01KBH547A,1,,,,
9/10/2021,Nayeli Juárez,B01KBH547A,2,,,,
9/10/2021,Joana Mejía,B01KBH547A,2,,,,
9/10/2021,Casandra Fernández,B00K15Q2B0,2,,,,
9/10/2021,Joana Mejía,B00NQGP42Y,2,,,,
9/10/2021,Rodrigo Muñoz,B016381QZA,2,,,,
9/10/2021,Silvestre Morales,B00J0O5J4Y,11,,,,
9/10/2021,Patricia Torres,B00K15Q2B0,2,,,,
9/10/2021,Claudia Olmedo,B00F3J4B5S,1,,,,
9/10/2021,Nayeli Juárez,B00NQGP42Y,2,,,,
9/10/2021,Dafne Rivas,B00F3J4B5S,4,,,,
9/10/2021,Cinthia Bustamante,B01EYT1URO,1,,,,
9/10/2021,Rodrigo Muñoz,B01KBH547A,2,,,,
9/11/2021,Paulina Iglesias,B018IZ0SWI,2,,,,
9/11/2021,Rodrigo Muñoz,B01KBH547A,1,,,,
9/11/2021,Maximiliano Ruiz,B016B7INC2,2,,,,
9/11/2021,Silvestre Morales,B01DZJFWNC,3,,,,
9/11/2021,Cecilia Manrique,B01DZJFWNC,2,,,,
9/11/2021,Jenny García,B00F3J4B5S,3,,,,
9/11/2021,Sagrario Silva,B00NQGP42Y,3,,,,
9/12/2021,Dafne Rivas,B00F3J4B5S,1,,,,
9/12/2021,Maximiliano Ruiz,B01EYT1URO,3,,,,
9/12/2021,Alan Ramos,B00F3J4B5S,3,,,,
9/12/2021,Casandra Fernández,B01DZJFWNC,4,,,,
9/13/2021,Felicia Junquera,B01KBH547A,1,,,,
9/13/2021,Bernarda Perdomo,B00J0O5J4Y,3,,,,
9/13/2021,Cecilia Manrique,B016B7INC2,20,,,,
9/13/2021,Elena Uriarte,B00NQGP42Y,3,,,,
9/13/2021,Agustín Reynoso,B00K15Q2B0,3,,,,
9/13/2021,Jenny García,B016B7INC2,1,,,,
9/13/2021,Cecilia Manrique,B00K15Q2B0,1,,,,
9/13/2021,Pedro Huerta,B016381QZA,3,,,,
9/13/2021,Daniel Piedra,B016381QZA,2,,,,
9/14/2021,Delia Jiménez,B00NQGP42Y,2,,,,
9/14/2021,Joel Guerra,B01KBH547A,3,,,,
9/14/2021,Maximiliano Ruiz,B01EYT1URO,2,,,,
9/15/2021,Elena Uriarte,B00K15Q2B0,3,,,,
9/15/2021,Casandra Fernández,B00NQGP42Y,2,,,,
9/15/2021,Sonia Mujíca,B00F3J4B5S,1,,,,
9/15/2021,Dafne Rivas,B00NQGP42Y,2,,,,
9/15/2021,Joel Guerra,B016381QZA,2,,,,
9/15/2021,Andrés Mejía,B015YCRYZM,4,,,,
9/15/2021,Teodoro Jurado,B018IZ0SWI,2,,,,
9/15/2021,Raquel Gómez,B01KBH547A,1,,,,
9/16/2021,Sagrario Silva,B01KBH547A,2,,,,
9/16/2021,Magdalena Linares,B00NQGP42Y,2,,,,
9/16/2021,Eduardo Linares,B018IZ0SWI,2,,,,
9/16/2021,Ernesto Duarte,B01KBH547A,2,,,,
9/16/2021,Patricia Torres,B00F3J4B5S,2,,,,
9/16/2021,Rodrigo Muñoz,B00NQGP42Y,3,,,,
9/16/2021,Raquel Gómez,B00F3J4B5S,3,,,,
9/16/2021,Guillermo Paredes,B00K15Q2B0,5,,,,
9/16/2021,Salvador Olivares,B01KBH547A,1,,,,
9/16/2021,Isabel Crespo,B015YCRYZM,3,,,,
9/16/2021,Teodoro Jurado,B00K15Q2B0,2,,,,
9/17/2021,Lorena Gómez,B00F3J4B5S,3,,,,
9/17/2021,Mariana Hinojosa,B01LQV1YHO,3,,,,
9/17/2021,Isabel Crespo,B018IZ0SWI,2,,,,
9/17/2021,Rodrigo Muñoz,B00J0O5J4Y,4,,,,
9/18/2021,Elena Uriarte,B00F3J4B5S,2,,,,
9/18/2021,Magdalena Linares,B018IZ0SWI,2,,,,
9/18/2021,Daniel Piedra,B00F3J4B5S,2,,,,
9/18/2021,Salvador Olivares,B018IZ0SWI,2,,,,
9/18/2021,Sandra Flores,B00K15Q2B0,3,,,,
9/18/2021,Cecilia Manrique,B00NQGP42Y,2,,,,
9/18/2021,Dafne Rivas,B01KBH547A,5,,,,
9/19/2021,Benjamín Pérez,B018IZ0SWI,2,,,,
9/19/2021,Paula Espíndola,B01DZJFWNC,2,,,,
9/19/2021,Teodoro Jurado,B018IZ0SWI,2,,,,
9/19/2021,Agustín Reynoso,B01KBH547A,2,,,,
9/19/2021,Domingo González,B01KBH547A,2,,,,
9/19/2021,Camila Fajardo,B00NQGP42Y,2,,,,
9/20/2021,Joana Mejía,B018IZ0SWI,1,,,,
9/20/2021,Eliseo Martínez,B01LQV1YHO,3,,,,
9/20/2021,Laura Morales,B00NQGP42Y,1,,,,
9/20/2021,Salvador Olivares,B00NQGP42Y,3,,,,
9/20/2021,Tamara Márquez,B00K15Q2B0,1,,,,
9/20/2021,Teresa Rivero,B016B7INC2,2,,,,
9/21/2021,Domingo González,B01KBH547A,19,,,,
9/21/2021,Linet Ramírez,B018IZ0SWI,1,,,,
9/21/2021,Raquel Gómez,B018IZ0SWI,1,,,,
9/21/2021,Concepción Luna,B00F3J4B5S,3,,,,
9/21/2021,Cinthia Bustamante,B016381QZA,2,,,,
9/22/2021,Dafne Rivas,B00J0O5J4Y,3,,,,
9/22/2021,Teresa Rivero,B01KBH547A,2,,,,
9/22/2021,Teodoro Jurado,B01LQV1YHO,2,,,,
9/22/2021,Emanuel Escalante,B00K15Q2B0,3,,,,
9/22/2021,Dafne Rivas,B01LQV1YHO,2,,,,
9/22/2021,Elvira Belmonte,B016B7INC2,3,,,,
9/22/2021,Isabel Crespo,B00K15Q2B0,6,,,,
9/22/2021,Casandra Fernández,B018IZ0SWI,2,,,,
9/22/2021,Raquel Gómez,B00K15Q2B0,15,,,,
9/22/2021,Joana Mejía,B018IZ0SWI,3,,,,
9/23/2021,Isabel Crespo,B00K15Q2B0,3,,,,
9/23/2021,Delia Jiménez,B018IZ0SWI,2,,,,
9/23/2021,Jenny García,B018IZ0SWI,3,,,,
9/23/2021,Casandra Fernández,B016B7INC2,2,,,,
9/23/2021,Sonia Mujíca,B018IZ0SWI,2,,,,
9/24/2021,Maité Gordillo,B018IZ0SWI,2,,,,
9/24/2021,Eliseo Martínez,B01DZJFWNC,2,,,,
9/24/2021,Raquel Gómez,B01EYT1URO,2,,,,
9/24/2021,Dafne Rivas,B00J0O5J4Y,3,,,,
9/24/2021,Magdalena Linares,B01KBH547A,7,,,,
9/24/2021,Delia Jiménez,B00NQGP42Y,2,,,,
9/25/2021,Claudia Olmedo,B00F3J4B5S,3,,,,
9/25/2021,Jenny García,B00F3J4B5S,1,,,,
9/26/2021,Joel Guerra,B00F3J4B5S,1,,,,
9/26/2021,Cinthia Bustamante,B00K15Q2B0,2,,,,
9/26/2021,Cecilia Manrique,B018IZ0SWI,4,,,,
9/26/2021,Rubén Núñez,B00K15Q2B0,1,,,,
9/26/2021,Patricia Torres,B00F3J4B5S,3,,,,
9/26/2021,Maité Gordillo,B00K15Q2B0,1,,,,
9/27/2021,Cinthia Bustamante,B00K15Q2B0,2,,,,
9/27/2021,Kenya Carrillo,B00NQGP42Y,1,,,,
9/27/2021,Maximiliano Ruiz,B018IZ0SWI,2,,,,
9/27/2021,Cristina Fábregas,B00NQGP42Y,4,,,,
9/27/2021,Elvira Belmonte,B00F3J4B5S,1,,,,
9/27/2021,Teodoro Jurado,B018IZ0SWI,4,,,,
9/27/2021,Eliseo Martínez,B00F3J4B5S,1,,,,
9/27/2021,Isabel Crespo,B00NQGP42Y,2,,,,
9/27/2021,Patricia Torres,B015YCRYZM,1,,,,
9/27/2021,Sergio Moreno,B018IZ0SWI,1,,,,
9/27/2021,Cecilia Manrique,B01EYT1URO,3,,,,
9/27/2021,Paula Espíndola,B00K15Q2B0,2,,,,
9/27/2021,Fernando Ruiz,B01LQV1YHO,3,,,,
9/28/2021,Raquel Gómez,B01DZJFWNC,3,,,,
9/28/2021,Elvira Belmonte,B018IZ0SWI,2,,,,
9/28/2021,Jaime Pastrana,B00K15Q2B0,2,,,,
9/28/2021,Bruna Hernández,B00NQGP42Y,3,,,,
9/28/2021,Iván Arriola,B01EYT1URO,3,,,,
9/29/2021,Joana Mejía,B016381QZA,2,,,,
9/29/2021,Andrés Mejía,B01EYT1URO,1,,,,
9/29/2021,Salvador Olivares,B016381QZA,2,,,,
9/29/2021,Iván Arriola,B018IZ0SWI,2,,,,
9/29/2021,Joana Mejía,B00F3J4B5S,3,,,,
9/29/2021,Rubén Núñez,B018IZ0SWI,3,,,,
9/29/2021,Domingo González,B01DZJFWNC,15,,,,
9/30/2021,Carla Méndez,B00F3J4B5S,2,,,,
9/30/2021,Eliseo Martínez,B00K15Q2B0,3,,,,
9/30/2021,Camila Fajardo,B018IZ0SWI,2,,,,
9/30/2021,Sagrario Silva,B015YCRYZM,2,,,,
9/30/2021,Isabel Crespo,B018IZ0SWI,3,,,,
9/30/2021,Daniel Piedra,B00NQGP42Y,3,,,,
9/30/2021,Iván Arriola,B01LQV1YHO,1,,,,
9/30/2021,Joana Mejía,B00NQGP42Y,2,,,,
9/30/2021,Salvador Olivares,B01KBH547A,2,,,,
9/30/2021,Isabel Crespo,B016B7INC2,3,,,,
10/1/2021,Maximiliano Ruiz,B00J0O5J4Y,3,,,,
10/1/2021,Sagrario Silva,B018IZ0SWI,3,,,,
10/1/2021,Ernesto Duarte,B01LQV1YHO,3,,,,
10/1/2021,Rodrigo Muñoz,B01EYT1URO,1,,,,
10/2/2021,Isabel Crespo,B01KBH547A,2,,,,
10/2/2021,Pedro Huerta,B018IZ0SWI,1,,,,
10/2/2021,Maximiliano Ruiz,B01LQV1YHO,2,,,,
10/2/2021,Salvador Olivares,B00K15Q2B0,1,,,,
10/2/2021,Casandra Fernández,B018IZ0SWI,1,,,,
10/3/2021,Sagrario Silva,B018IZ0SWI,2,,,,
10/3/2021,Emanuel Escalante,B00F3J4B5S,2,,,,
10/3/2021,Andrés Mejía,B00F3J4B5S,2,,,,
10/3/2021,Concepción Luna,B01EYT1URO,3,,,,
10/3/2021,Bruno Puente,B01DZJFWNC,2,,,,
10/3/2021,Rodrigo Muñoz,B01KBH547A,1,,,,
10/4/2021,Teodoro Jurado,B00K15Q2B0,2,,,,
10/4/2021,Eric Rivera,B018IZ0SWI,12,,,,
10/4/2021,Agustín Reynoso,B00K15Q2B0,2,,,,
10/5/2021,Cecilia Manrique,B00K15Q2B0,2,,,,
10/5/2021,Bruna Hernández,B01LQV1YHO,1,,,,
10/5/2021,Tamara Márquez,B018IZ0SWI,3,,,,
10/5/2021,Claudia Olmedo,B00NQGP42Y,3,,,,
10/6/2021,Iris Ugarte,B01KBH547A,2,,,,
10/6/2021,Sonia Mujíca,B018IZ0SWI,1,,,,
10/6/2021,Sonia Mujíca,B01KBH547A,7,,,,
10/6/2021,Camila Fajardo,B01KBH547A,2,,,,
10/6/2021,Sagrario Silva,B01DZJFWNC,1,,,,
10/6/2021,Andrés Mejía,B01KBH547A,2,,,,
10/6/2021,Kenya Carrillo,B018IZ0SWI,1,,,,
10/6/2021,Bernarda Perdomo,B00F3J4B5S,3,,,,
10/6/2021,Rodrigo Muñoz,B00NQGP42Y,3,,,,
10/7/2021,Bárbara Peñalosa,B00F3J4B5S,9,,,,
10/7/2021,Guillermo Paredes,B01KBH547A,1,,,,
10/7/2021,Cinthia Bustamante,B00NQGP42Y,1,,,,
10/7/2021,Cecilia Manrique,B01LQV1YHO,3,,,,
10/7/2021,Jaime Pastrana,B00F3J4B5S,4,,,,
10/7/2021,Isabel Crespo,B016381QZA,20,,,,
10/8/2021,Casandra Fernández,B018IZ0SWI,1,,,,
10/8/2021,Daniel Piedra,B00NQGP42Y,1,,,,
10/8/2021,Dafne Rivas,B00K15Q2B0,1,,,,
10/9/2021,Eliseo Martínez,B00F3J4B5S,2,,,,
10/9/2021,Carlos Romero,B01KBH547A,4,,,,
10/9/2021,Guillermo Paredes,B01DZJFWNC,2,,,,
10/9/2021,Cristina Fábregas,B00NQGP42Y,3,,,,
10/9/2021,Elena Uriarte,B00F3J4B5S,1,,,,
10/10/2021,Camila Fajardo,B018IZ0SWI,3,,,,
10/10/2021,Jaime Pastrana,B01EYT1URO,2,,,,
10/11/2021,Kenya Carrillo,B018IZ0SWI,3,,,,
10/11/2021,Nayeli Juárez,B00F3J4B5S,3,,,,
10/11/2021,Concepción Luna,B016381QZA,4,,,,
10/11/2021,Isabel Crespo,B00J0O5J4Y,3,,,,
10/11/2021,Salvador Olivares,B016381QZA,7,,,,
10/11/2021,Emanuel Escalante,B015YCRYZM,9,,,,
10/11/2021,Casandra Fernández,B016B7INC2,6,,,,
10/11/2021,Maximiliano Ruiz,B01KBH547A,3,,,,
10/11/2021,Felicia Junquera,B01EYT1URO,13,,,,
10/12/2021,Edgar Guerrero,B00F3J4B5S,3,,,,
10/12/2021,Andrés Mejía,B00NQGP42Y,2,,,,
10/12/2021,Edgar Guerrero,B015YCRYZM,3,,,,
10/12/2021,Jenny García,B01LQV1YHO,25,,,,
10/12/2021,Eric Rivera,B01DZJFWNC,2,,,,
10/12/2021,Silvestre Morales,B01KBH547A,2,,,,
10/13/2021,Sagrario Silva,B01DZJFWNC,1,,,,
10/14/2021,Cecilia Manrique,B01EYT1URO,3,,,,
10/14/2021,Maximiliano Ruiz,B016381QZA,2,,,,
10/14/2021,Elvira Belmonte,B018IZ0SWI,1,,,,
10/14/2021,Cristina Fábregas,B00NQGP42Y,1,,,,
10/15/2021,Felicia Junquera,B01KBH547A,3,,,,
10/15/2021,Delia Jiménez,B00NQGP42Y,1,,,,
10/15/2021,Casandra Fernández,B00NQGP42Y,3,,,,
10/15/2021,Edgar Guerrero,B018IZ0SWI,3,,,,
10/16/2021,Laura Morales,B00F3J4B5S,3,,,,
10/16/2021,Eduardo Linares,B01LQV1YHO,3,,,,
10/16/2021,Lorena Gómez,B018IZ0SWI,2,,,,
10/16/2021,Maximiliano Ruiz,B00F3J4B5S,3,,,,
10/17/2021,Raquel Gómez,B00K15Q2B0,3,,,,
10/17/2021,Raquel Gómez,B00NQGP42Y,1,,,,
10/17/2021,Elvira Belmonte,B016381QZA,25,,,,
10/17/2021,Kenya Carrillo,B00K15Q2B0,2,,,,
10/17/2021,Ernesto Duarte,B016381QZA,3,,,,
10/17/2021,Cristina Fábregas,B018IZ0SWI,2,,,,
10/17/2021,Andrés Mejía,B00K15Q2B0,13,,,,
10/17/2021,Cinthia Bustamante,B018IZ0SWI,2,,,,
10/17/2021,Andrés Mejía,B01KBH547A,3,,,,
10/18/2021,Sandra Flores,B00J0O5J4Y,3,,,,
10/18/2021,Salvador Olivares,B01EYT1URO,9,,,,
10/18/2021,Edgar Guerrero,B01EYT1URO,2,,,,
10/19/2021,Eduardo Linares,B00F3J4B5S,2,,,,
10/19/2021,Tamara Márquez,B00NQGP42Y,3,,,,
10/20/2021,Bruna Hernández,B00J0O5J4Y,2,,,,
10/20/2021,Emanuel Escalante,B00J0O5J4Y,1,,,,
10/20/2021,Teresa Rivero,B01DZJFWNC,3,,,,
10/20/2021,Jaime Pastrana,B016381QZA,1,,,,
10/20/2021,Claudia Olmedo,B00NQGP42Y,2,,,,
10/21/2021,Iván Arriola,B015YCRYZM,3,,,,
10/21/2021,Lázaro Zepeda,B018IZ0SWI,3,,,,
10/21/2021,Paula Espíndola,B01EYT1URO,3,,,,
10/21/2021,Dafne Rivas,B01DZJFWNC,1,,,,
10/21/2021,Mariana Hinojosa,B00J0O5J4Y,2,,,,
10/22/2021,Daniel Piedra,B01LQV1YHO,3,,,,
10/22/2021,Leonor Domínguez,B00J0O5J4Y,18,,,,
10/22/2021,Bernarda Perdomo,B00NQGP42Y,10,,,,
10/22/2021,Magdalena Linares,B01KBH547A,2,,,,
10/23/2021,Casandra Fernández,B016381QZA,3,,,,
10/23/2021,Cecilia Manrique,B00F3J4B5S,3,,,,
10/23/2021,Raquel Gómez,B00NQGP42Y,3,,,,
10/23/2021,Magdalena Linares,B00NQGP42Y,1,,,,
10/24/2021,Dafne Rivas,B01EYT1URO,2,,,,
10/24/2021,Raquel Gómez,B015YCRYZM,3,,,,
10/24/2021,Bruna Hernández,B00F3J4B5S,3,,,,
10/24/2021,Maximiliano Ruiz,B00F3J4B5S,3,,,,
10/25/2021,Raquel Gómez,B01KBH547A,2,,,,
10/25/2021,Elvira Belmonte,B018IZ0SWI,2,,,,
10/26/2021,Andrés Mejía,B00F3J4B5S,1,,,,
10/26/2021,Jenny García,B00K15Q2B0,2,,,,
10/26/2021,Guillermo Chávez,B00F3J4B5S,1,,,,
10/26/2021,Iris Ugarte,B016B7INC2,1,,,,
10/27/2021,Sagrario Silva,B01DZJFWNC,16,,,,
10/27/2021,Joel Guerra,B00F3J4B5S,2,,,,
10/27/2021,Claudia Olmedo,B018IZ0SWI,2,,,,
10/27/2021,Casandra Fernández,B01EYT1URO,2,,,,
10/27/2021,Teresa Rivero,B016381QZA,2,,,,
10/27/2021,Sagrario Silva,B00K15Q2B0,2,,,,
10/27/2021,Guillermo Chávez,B00K15Q2B0,3,,,,
10/28/2021,Felicia Junquera,B01EYT1URO,3,,,,
10/28/2021,Jenny García,B00K15Q2B0,2,,,,
10/29/2021,Edgar Guerrero,B01EYT1URO,1,,,,
10/29/2021,Dafne Rivas,B018IZ0SWI,1,,,,
10/29/2021,Maximiliano Ruiz,B016381QZA,3,,,,
10/29/2021,Daniel Piedra,B00K15Q2B0,1,,,,
10/29/2021,Casandra Fernández,B01LQV1YHO,2,,,,
10/29/2021,Linet Ramírez,B01KBH547A,3,,,,
10/29/2021,Joana Mejía,B016381QZA,3,,,,
